Bird, MEX, ebc775e8-8dd4-4e71-9335-5c7369beeaf8, 97, 13588, No update data, 9g3qx2sd9egw
Bird, MEX, 0b1379ce-432b-4c44-97e3-a18022a2adaf, 98, 13746, No update data, 9g3qrqh581ms
Bird, MEX, e099008e-eb43-4102-ad89-a728a2d8e6a0, 93, 12956, No update data, 9g3qrqddgxzz
Bird, MEX, 0cdae1c0-80cd-450f-b542-aa912e3aacca, 92, 12798, No update data, 9g3qrqddgwpu
Bird, MEX, 712db965-d933-4821-aa2b-269af8626a15, 98, 13746, No update data, 9g3qrqddgdpf
Bird, MEX, 1dbcb278-efd0-4d12-9fc6-b91b08a07493, 98, 13746, No update data, 9g3qrqddex9e
Bird, MEX, aed12baa-2b9e-489e-b369-02148001f129, 96, 13430, No update data, 9g3qrqddg0nr
Bird, MEX, 1d86afa4-383a-45e2-8c5e-f9678c85210e, 81, 11690, No update data, 9g3qrqde4t84
Bird, MEX, b5b46818-d37a-49d4-97cb-d19f58937f49, 96, 13430, No update data, 9g3qrqde445t
Bird, MEX, de05ba13-f89b-4ac8-b51c-efcf4070371b, 93, 12956, No update data, 9g3qrq70pkxh
Bird, MEX, 094b804e-9d66-406f-8d12-33b3f6bea730, 96, 13430, No update data, 9g3qrq70p8s5
Bird, MEX, 22313f0a-6d8d-45ed-826f-4d25cd8c908b, 90, 13193, No update data, 9g3qrqd888qy
Bird, MEX, 9d706cb0-b2c6-45b0-8487-0815091c2684, 46, 5845, No update data, 9g3qrq6gfst4
Bird, MEX, bedbcaf8-9dc5-40ef-a144-544d962ebfa4, 69, 9164, No update data, 9g3qrmut63cv
Bird, MEX, 918117da-5017-4740-8210-e58402ddd53f, 71, 9480, No update data, 9g3qrq56z9hh
Bird, MEX, 6905deef-6a5c-47fa-bccc-d1943bd4d0bb, 29, 2844, No update data, 9g3qrmgv9g0x
Bird, MEX, 143d0a31-d8f4-4ad8-9b34-8446412ad3a4, 78, 10586, No update data, 9g3qrq681fb2
Bird, MEX, b762081f-13a9-4e84-9217-03e481d1a0cd, 90, 12482, No update data, 9g3qrmggt7dc
Bird, MEX, 773750c9-b48c-452c-91bd-62657dad9452, 93, 12956, No update data, 9g3qrmggmmdu
Bird, MEX, 82969b39-d6b9-4827-a0a8-107673dd7014, 94, 13114, No update data, 9g3qrmggmhhd
Bird, MEX, b6d48655-113a-4fe3-836d-8f1b0f48cc23, 96, 13430, No update data, 9g3qrmggm36c
Bird, MEX, 3f395dda-14b8-4292-8c7e-9833709f5f4e, 94, 13114, No update data, 9g3qrmggkczt
Bird, MEX, 7c906dcf-51d2-45d5-91fd-c0c9ccda7a7b, 94, 13114, No update data, 9g3qrmgghwu3
Bird, MEX, 454cd7a1-a7f6-4852-855d-a067cce069ff, 70, 9322, No update data, 9g3qrmt73e7w
Bird, MEX, 45af8c65-0a67-4efb-9d45-81ecff8e639e, 94, 13114, No update data, 9g3qrmfx3u06
Bird, MEX, e77b9d41-bb89-42f7-bfc7-278b3d486cc8, 96, 13430, No update data, 9g3qrmfx3kj6
Bird, MEX, c9340cfb-8c10-4b6b-99ae-d253909c2267, 97, 13588, No update data, 9g3qrmfx33t7
Bird, MEX, 116417a6-7e94-485a-896a-29d8fbc85142, 97, 13588, No update data, 9g3qrmfx33m3
Bird, MEX, 8c3bbb45-954b-4824-be25-c5bec69281c7, 96, 13430, No update data, 9g3qrmfx1rj7
Bird, MEX, 66816b0a-9cf9-4743-a89f-382a0131c14b, 100, 14062, No update data, 9g3qrmshqjzq
Bird, MEX, 221ab1ad-85d1-4517-9925-da6dbfd4dfca, 100, 14062, No update data, 9g3qrmshmyk2
Bird, MEX, 4b23237b-1a4f-4be7-bf94-00b26c5b8d78, 47, 6012, No update data, 9g3qrmewczyw
Bird, MEX, 8e477a90-4f09-42b3-a821-8bc8c113af8b, 98, 13746, No update data, 9g3qrmsh1s58
Bird, MEX, 166d77bd-72e8-4521-a592-e6c58a988912, 46, 5530, No update data, 9g3qrq3jtttz
Bird, MEX, d8dad0d6-cd97-4fa1-814c-0146b3e81c15, 84, 11534, No update data, 9g3qrt3kbht9
Bird, MEX, 30a9bd45-450f-4339-934e-e907cd7e21ef, 64, 8374, No update data, 9g3qx65jn8rt
Bird, MEX, d23574f6-a524-448f-9ce1-27df6407c807, 31, 3160, No update data, 9g3qx193h30b
Bird, MEX, ea438af6-1fe6-4da6-afda-451f8c5f24f4, 92, 12798, No update data, 9g3qx19f3d74
Bird, MEX, e3e218a9-5a6a-40c1-bb4a-db79182287e8, 82, 11218, No update data, 9g3qx1dhjugb
Bird, MEX, 22c0a4fc-5038-407e-b358-c264315749ed, 66, 8690, No update data, 9g3qx12m7mkq
Bird, MEX, 6864fcbe-db31-41c6-a2e3-b2235d8a8ae8, 61, 7900, No update data, 9g3qx1dqx7yz
Bird, MEX, 75ce0f6b-0607-4413-b8f9-4814481bec33, 81, 11690, No update data, 9g3qwcrgf23d
Bird, MEX, 8cdc2733-90de-4c40-a89f-16ed1631d0f0, 69, 9686, No update data, 9g3qx1drnv0d
Bird, MEX, 0e92d871-7d97-421b-b335-bebc3ed80d86, 82, 11218, No update data, 9g3qx18m8081
Bird, MEX, 6ac19057-d456-42f2-8b15-a6f5b2115c23, 43, 5344, No update data, 9g3qwcqtqu82
Bird, MEX, 206df7c8-e5fd-4ae9-917e-5171ff21325c, 55, 7348, No update data, 9g3qx1vth8km
Bird, MEX, 667da35d-8345-4402-9ed3-23f1f5f80543, 55, 7348, No update data, 9g3qwcwz0vuz
Bird, MEX, e941dace-9a1c-4a30-98a3-1bf9debb950f, 49, 6346, No update data, 9g3qx41j663e
Bird, MEX, ec282f9d-c4c9-4f6b-b4cc-1164a1722115, 29, 2844, No update data, 9g3qx470z688
Bird, MEX, e21f27e2-9f53-4c99-892a-f9bf22f7fa94, 78, 10586, No update data, 9g3qwbjrp0et
Bird, MEX, 32f68de4-2eb5-4e6a-98d0-a98394355de8, 48, 5846, No update data, 9g3qwbjrm247
Bird, MEX, ee05a53f-f7bf-41c1-81d3-e437b06fa90d, 80, 10902, No update data, 9g3qwbjqmqfq
Bird, MEX, 7dbbc39d-2fb2-48f3-ad5d-1160dbf3bc38, 19, 1264, No update data, 9g3qwbsc2fk9
Bird, MEX, ac1ee0f4-816d-44fa-9b99-fe5bfe58bf3d, 55, 6952, No update data, 9g3qwctw8wqw
Bird, MEX, 399b6028-34ac-4344-868c-ce8cbefa9845, 61, 7900, No update data, 9g3qx4k5skw5
Bird, MEX, cb3593a1-9e2f-4207-9d44-a8c5cfc33a83, 43, 5056, No update data, 9g3qwck328c8
Bird, MEX, c488e09f-1866-4fed-992b-38bee7d7d89a, 74, 10521, No update data, 9g3qx42scp1v
Bird, MEX, d064c442-610e-487d-b05b-a31dd275bf4d, 52, 6847, No update data, 9g3qwcsk0d9d
Bird, MEX, 6e7a094b-ea05-46e1-b603-32b9886a342a, 99, 13904, No update data, 9g3qwcshz79x
Bird, MEX, bbdc300e-fa23-4a21-8522-0bc1d887d15d, 99, 13904, No update data, 9g3qwcsjn3m4
Bird, MEX, 0185eda4-6fe8-4922-81a7-34678d6a84dd, 63, 8684, No update data, 9g3qwcsqbww3
Bird, MEX, 2c03e0f5-34c4-4f22-8832-8a7d0c880d38, 61, 8350, No update data, 9g3qx4mxq2hn
Bird, MEX, 5982dd8a-7d73-4455-b151-2953a019a1da, 98, 13746, No update data, 9g3qwcec0h8p
Bird, MEX, 9055f54e-a46a-4c28-b31b-1255979d5c27, 84, 12191, No update data, 9g3qwcspgp1j
Bird, MEX, 5fd2529e-56f5-46f6-bd2c-82b2469a641f, 85, 11692, No update data, 9g3qwcu05015
Bird, MEX, 6ba594d5-eb98-4103-afd5-de4b11111543, 93, 12956, No update data, 9g3qwcspfmzt
Bird, MEX, 14339cd4-06a7-4521-b06b-908964fb07fc, 42, 4898, No update data, 9g3qwfjm5ujs
Bird, MEX, ab7e8bf1-0ebe-4bc8-b7bb-9e703b1fab0e, 97, 13588, No update data, 9g3qwcspfhh3
Bird, MEX, e03d63ba-50fb-4640-a11f-2c5fe9d33c21, 91, 13360, No update data, 9g3qwcu0e3u1
Bird, MEX, b51fe3ec-ae9d-4136-8bbd-f7579c1615c0, 92, 13527, No update data, 9g3qwcu0e4wp
Bird, MEX, 6263e4b4-c680-4fdf-a014-07662bb03d8b, 38, 4509, No update data, 9g3qwcu11ee0
Bird, MEX, 5ed702c5-55e1-4327-8f43-ad24e577d343, 93, 13694, No update data, 9g3qwcgbq6m5
Bird, MEX, 8cb4650d-7205-4523-ad35-1f77c86d39f7, 74, 10521, No update data, 9g3qwc7q0fsd
Bird, MEX, 006575b8-90af-4e96-b74e-b60b5082e1df, 57, 7268, No update data, 9g3qwc7q0ec3
Bird, MEX, 3e2d1da1-ec7e-4247-a77f-75bd19ee0d56, 87, 12692, No update data, 9g3qwc71e1vc
Bird, MEX, 359dcf2a-5a9b-43e8-89c7-ba53b792e562, 73, 10354, No update data, 9g3qwbdgqu2r
Bird, MEX, a9614ca7-751a-4d38-bf7e-b92624307e26, 92, 13527, No update data, 9g3qwc6uw0nz
Bird, MEX, 3e737913-971d-4fe4-b1b6-098dd0a10698, 60, 7742, No update data, 9g3qwc6umz79
Bird, MEX, e3af9ad1-5eda-4578-8cbd-f2e5b3338ba8, 49, 6346, No update data, 9g3qwc6utf5e
Bird, MEX, 9eb9abf5-622f-4288-bd07-6a0d0452248c, 87, 12692, No update data, 9g3qwc6utued
Bird, MEX, 66cd7b58-b6cc-4d4f-bf73-e0661cda79e5, 91, 13360, No update data, 9g3qwc6utvgd
Bird, MEX, 3e6e54b3-d906-4c90-a6b2-ed8afbbc8594, 65, 9018, No update data, 9g3qwbf97cms
Bird, MEX, 816a7ae2-712c-4a12-a98f-631393ffc650, 89, 12324, No update data, 9g3qwbf96m9r
Bird, MEX, 4a21459e-4651-4cb8-abac-ca0444649bb6, 53, 6636, No update data, 9g3qwbf82t3m
Bird, MEX, 4393bfb1-3460-492b-ba5f-ab3d5e317045, 55, 7348, No update data, 9g3qwb6u17y0
Bird, MEX, 32f7281d-ae17-40f3-aaba-874c580db14a, 42, 4898, No update data, 9g3qwbf2x9hu
Bird, MEX, 9742e158-2cf8-486a-8711-ab79bacb7bb0, 88, 12859, No update data, 9g3qwbf3rm9x
Bird, MEX, acb5758d-0232-4799-948e-697f1cc72dae, 70, 9322, No update data, 9g3qwb6gcjcs
Bird, MEX, 11781753-5db0-4c90-bbd9-c50a2e4bd006, 62, 8058, No update data, 9g3qwb6ezrwx
Bird, MEX, 2f693e5e-f55f-4737-a0cc-21473e9600fc, 62, 8058, No update data, 9g3qwcg0uteg
Bird, MEX, 93952f2e-6607-49f1-a24b-b2ae076046f3, 72, 10187, No update data, 9g3qwcg1gqu5
Bird, MEX, 172f3ce0-c179-4833-b989-01f7164e9055, 71, 9480, No update data, 9g3qwcgqte8t
Bird, MEX, 401ee879-bc0a-4677-a3d6-1243262cd27f, 44, 5214, No update data, 9g3qwbf0wpqg
Bird, MEX, aad7b5fb-642d-4670-91be-c2cd80aa5eff, 91, 13360, No update data, 9g3qwcg12bkx
Bird, MEX, 60be9a24-bf36-4bf5-9e8b-9f7eca2177de, 90, 13193, No update data, 9g3qwcg19hrc
Bird, MEX, 66d71271-eddb-4e5d-944f-181ef71d65e5, 30, 3173, No update data, 9g3qwcgm0ckd
Bird, MEX, 1761c249-cf5e-451f-96cb-2409fdebb239, 85, 12358, No update data, 9g3qwcfcpgcf
Bird, MEX, 39de7f22-e790-4b52-badd-75fb9acb6ca5, 93, 13694, No update data, 9g3qwcfbzhem
Bird, MEX, 15a0257a-1513-46fd-b0b7-96c837882c77, 92, 13527, No update data, 9g3qwcfbwhwg
Bird, MEX, e4fde201-fc8a-4cd5-8c77-b8e1c763c210, 67, 9352, No update data, 9g3qwcg1842j
Bird, MEX, 529ed345-3ff7-4057-a84b-a30a5ea52631, 55, 7348, No update data, 9g3qwcfby0qf
Bird, MEX, c3b7edef-c76e-4dc1-bdb4-3d29f3527216, 91, 13360, No update data, 9g3qwcfbymvj
Bird, MEX, a6434358-8946-4019-a419-866f32a3845f, 51, 6320, No update data, 9g3qx4beutun
Bird, MEX, 68c1c7fb-9e43-44bf-8ae8-8901c2c758da, 92, 13527, No update data, 9g3qwcfbtjv6
Bird, MEX, 42adbca0-ad2f-4c00-aa33-4c9f7db1dc39, 67, 9352, No update data, 9g3qwcfcwfj7
Bird, MEX, 8642b7f6-3550-4289-853d-c1d1eb08cd82, 98, 14529, No update data, 9g3qwcfcq4nc
Bird, MEX, dde13183-3663-4df6-be0d-4a2b9dd3e6c1, 91, 12640, No update data, 9g3qwf53qctr
Bird, MEX, c1ccd651-0cd2-4918-9c98-4dd29d42bbcd, 44, 5214, No update data, 9g3qwftgv809
Bird, MEX, 5f81210a-673d-4815-8f32-a9a3ac6bd17f, 81, 11060, No update data, 9g3qwcfb0376
Bird, MEX, 3a767eb9-bced-456f-ad96-829432d97e63, 71, 10020, No update data, 9g3qwbcfx6qs
Bird, MEX, df75c92d-d578-4bed-b538-e4872918c86f, 90, 13193, No update data, 9g3qwcf9rr3d
Bird, MEX, c71885da-65ec-4c3f-9734-c75b4ef533d7, 94, 13861, No update data, 9g3qwcf8vw89
Bird, MEX, 2a745e37-3402-40b3-9e3c-e6341baa9751, 94, 13861, No update data, 9g3qwcf9jr4r
Bird, MEX, 438c5d35-cf11-4d31-99ef-dc83df7eb073, 94, 13861, No update data, 9g3qwcf9mx8s
Bird, MEX, bc096ecd-5783-4ffe-b694-25020987449a, 73, 9796, No update data, 9g3qwcf9vv79
Bird, MEX, 949aa72f-d3ee-4a57-ab0c-2c86be93c3a2, 69, 9164, No update data, 9g3qwc1f67zs
Bird, MEX, 65823530-8a00-4741-9674-7a98d49654ac, 53, 7014, No update data, 9g3qwc1ue4ty
Bird, MEX, 25fbe969-bf09-4f66-8ccf-1a6427c3d222, 54, 7181, No update data, 9g3qwc1u48mu
Bird, MEX, 47508cf1-60a9-4a55-b127-e75e5ee8403a, 52, 6478, No update data, 9g3qwfsbqpdh
Bird, MEX, a09dfe52-2ac8-4394-a0d1-427be81b929b, 45, 5372, No update data, 9g3qwc1gce4g
Bird, MEX, 4d107f2d-5bca-472c-81fd-96efae7fc951, 52, 6478, No update data, 9g3qwc1e7fj8
Bird, MEX, d884531f-a782-4a13-9334-81a43fe0a5dd, 51, 6680, No update data, 9g3qwb9x9gq4
Bird, MEX, e1370ca5-de02-4baf-8558-48268e11776a, 76, 10855, No update data, 9g3qwcdpwefp
Bird, MEX, c8d0fb22-0f6f-4483-870e-43bbeafa0b1f, 81, 11060, No update data, 9g3qwbc3qh1v
Bird, MEX, cb995255-faf8-4d39-a1cc-cc1643f58fc2, 60, 8183, No update data, 9g3qwc17n964
Bird, MEX, d0e1012c-643e-4538-9e72-c3d07f9f2339, 21, 1670, No update data, 9g3qwf7duzpj
Bird, MEX, b7b60ee8-e22f-456e-be72-52cb99879352, 94, 13861, No update data, 9g3qwbcpqd40
Bird, MEX, b7507fc7-1d70-45d4-8c81-fd4e088abc94, 91, 13360, No update data, 9g3qwbcpwd44
Bird, MEX, 547df1bd-491a-4afe-837e-31c688af9dd6, 93, 13694, No update data, 9g3qwbcpjwvk
Bird, MEX, 4f39dc94-32da-440c-8a0f-92a4a768f2c8, 93, 13694, No update data, 9g3qwbcpmjj7
Bird, MEX, 7af2d6e2-e68f-4b26-88de-66679524dd7a, 91, 13360, No update data, 9g3qwbcpk46d
Bird, MEX, 2358496e-5d6e-4540-8eb6-fce57534d79c, 89, 13026, No update data, 9g3qwbcp7gm8
Bird, MEX, 9d0c4f3c-693d-41f6-afbe-a36cdb469f8f, 96, 13430, No update data, 9g3qwbc0s2bd
Bird, MEX, b4d8d24e-8846-42ea-b388-826ca7dcbb3e, 69, 9686, No update data, 9g3qwbchg5jg
Bird, MEX, ea9578de-543e-4f55-b778-9e6e407b3480, 73, 9796, No update data, 9g3qwc942424
Bird, MEX, b6bcb3d6-3883-4d09-9ede-6527fc107e11, 63, 8216, No update data, 9g3qw9zdxgcz
Bird, MEX, 13ae732e-c540-4910-a04c-9297937170ea, 82, 11857, No update data, 9g3qw9rzkydn
Bird, MEX, f0ba3ac1-e3d5-4b23-b642-0cfe33651b66, 83, 12024, No update data, 9g3qw9rzd3rx
Bird, MEX, 29d067a4-a874-416c-a306-4eac3b99237e, 97, 14362, No update data, 9g3qwc2su3t9
Bird, MEX, 68bd689a-0cc5-4825-b84f-8d26b540991a, 93, 13694, No update data, 9g3qwc2ssyph
Bird, MEX, 4d02ca4a-c96a-4f1b-aedf-8f138272da3b, 92, 13527, No update data, 9g3qwc2sskbs
Bird, MEX, 6f3a478b-ae6e-4505-b8c8-abeba60fe024, 88, 12859, No update data, 9g3qwc2ssk28
Bird, MEX, 6139ff4d-4024-4c4f-b7bc-02ee54943e78, 94, 13861, No update data, 9g3qwc2ssg65
Bird, MEX, 225cf50f-5602-401a-a78b-65a5cb727edc, 44, 5511, No update data, 9g3qw9rue6sp
Bird, MEX, d81d8c36-bff2-4813-9f40-de5dbb183559, 53, 6636, No update data, 9g3qwc2f74mf
Bird, MEX, c5fc6a4b-7f78-46ff-8a5b-5aebfbce971a, 69, 9164, No update data, 9g3qw9rqmkd0
Bird, MEX, 4b82291e-ab02-4d4b-9616-f2f03e4547dc, 85, 12358, No update data, 9g3qwf1jqu0r
Bird, MEX, 2ce80e5c-5dc2-49f1-a0eb-e9e35c14be74, 67, 8848, No update data, 9g3qw9rp5gt2
Bird, MEX, 9a093e84-d912-429f-8968-2be4ddf12a9e, 82, 11857, No update data, 9g3qw9rm8pwn
Bird, MEX, 733e41da-4346-4053-af49-9c3db3a26f3f, 97, 14362, No update data, 9g3qw9rnu0fq
Bird, MEX, 94b94b7e-1f5f-406e-9822-bd5aecf6f036, 46, 5530, No update data, 9g3qw9rp52kh
Bird, MEX, 426a2300-217e-4974-96b6-7b49d701c9a3, 94, 13861, No update data, 9g3qw9rngtd7
Bird, MEX, 00f7a027-4762-42a8-9a2c-cb90f8b2b578, 93, 13694, No update data, 9g3qw9rnghtv
Bird, MEX, d18acc59-6cd2-4e67-a97d-953ed5dfabd7, 75, 10112, No update data, 9g3qw9wswjcf
Bird, MEX, 0c879992-721b-4fc2-a7ed-117b8a83e97a, 83, 11376, No update data, 9g3qw9wx8j92
Bird, MEX, 0ed03b2f-d087-4198-b923-196bb9f9ccf5, 61, 8350, No update data, 9g3qw9r2wpqu
Bird, MEX, ad0af988-8454-45a4-b30f-e40bed2e1eb3, 94, 13861, No update data, 9g3qw9qwqzbj
Bird, MEX, 4dbd809d-3f31-47ef-abe6-62e21de9b799, 93, 13694, No update data, 9g3qw9qwme22
Bird, MEX, b1ef15f1-bc62-4fff-b980-febedf9eef6e, 53, 7014, No update data, 9g3qw9prv887
Bird, MEX, 0e58aca9-bc75-4adc-9587-091786697499, 78, 11189, No update data, 9g3qw9pwm82q
Bird, MEX, 99e9ab2f-54d1-4d1f-a721-cbcaa04511d7, 66, 9185, No update data, 9g3qw9ptccnp
Bird, MEX, 0fd1e08e-deb6-490f-8803-b4ebf2e145da, 94, 13861, No update data, 9g3qwc0dmu5w
Bird, MEX, c7e36d98-88c3-42f4-b7be-b45a059378d4, 97, 14362, No update data, 9g3qwc04u547
Bird, MEX, 6fffb13a-81b3-46a7-b88d-94f5b6c50ed3, 71, 9480, No update data, 9g3qw9pnj2dn
Bird, MEX, d5ccd558-1975-4268-b1e5-b6d20dfcbe4a, 96, 14195, No update data, 9g3qwc0dq1qu
Bird, MEX, 7fbd2cce-00ee-4983-bf40-e99d6933a66e, 92, 13527, No update data, 9g3qwc0dq03y
Bird, MEX, e42e7dc2-6c91-4e17-aeb6-de4016acec4b, 91, 13360, No update data, 9g3qwc0dnz80
Bird, MEX, 11676849-fa45-46d7-b9c6-00b7af2a96f8, 92, 13527, No update data, 9g3qwc04eyjk
Bird, MEX, ab99680b-a722-4716-a9a2-2b6a3a935196, 92, 13527, No update data, 9g3qwc0djfe9
Bird, MEX, 1c118bf9-723d-4a95-8db9-31b3aaad0a5f, 85, 12358, No update data, 9g3qw9pjkb6n
Bird, MEX, dcf94f26-5b70-456a-9ca9-ac326ac84347, 56, 7515, No update data, 9g3qw9nyedrj
Bird, MEX, 698addd9-3939-41cc-b0e3-e054dcdb0b49, 49, 6004, No update data, 9g3qwc01snf2
Bird, MEX, 24154d5a-7847-46f7-b671-73de80104aff, 47, 5688, No update data, 9g3qw9q3gep5
Bird, MEX, 09d41eea-4f02-40ff-bbaf-3875606f3963, 56, 7110, No update data, 9g3qw9nre5mf
Bird, MEX, 2604aa07-f3ee-49bc-8a38-d69f285f884c, 83, 12024, No update data, 9g3qw9nu58rh
Bird, MEX, d62689ee-2e9e-4f8f-a6d7-ecd6fd9cd4cc, 40, 4582, No update data, 9g3qw9nu50ty
Bird, MEX, 5de28bb6-4f70-4acb-9e7e-ff78e1ca626b, 60, 7742, No update data, 9g3qwf3yd7pd
Bird, MEX, 0da0d456-31f1-49be-8f81-0dd58bc11eb2, 75, 10688, No update data, 9g3qw9p4ckmg
Bird, MEX, 50da271b-ca17-4d89-b47e-50fd6a04b1f2, 75, 10112, No update data, 9g3qw9tknf20
Bird, MEX, d885d70f-8189-49e3-8bda-cfe22c443e6a, 53, 7014, No update data, 9g3qw9nfp2nd
Bird, MEX, 6ea0ee05-d329-4a13-911a-217fd2f094f9, 62, 8058, No update data, 9g3qw9vx2e33
Bird, MEX, 204b872f-1b93-408f-863a-6c2c3af98a4a, 91, 13360, No update data, 9g3qw8zweezq
Bird, MEX, 7b132f5b-f344-4021-9b81-ac1dafc9793e, 97, 14362, No update data, 9g3qw8zweer6
Bird, MEX, 6f770018-7f5d-4542-ad0a-0a2183425dd6, 97, 14362, No update data, 9g3qw8zwddtw
Bird, MEX, 3e739d18-1f4e-4ef6-9fe1-74c2ae925874, 85, 12358, No update data, 9g3qw9mb7xr1
Bird, MEX, 43c02c47-3330-4a25-8629-8d2d66d30816, 96, 14195, No update data, 9g3qw8zw7p8g
Bird, MEX, e5999c6b-fc46-41a1-9249-40e5eb1b8fe8, 92, 13527, No update data, 9g3qw8zw6nur
Bird, MEX, 076fe223-0ddc-4572-b51a-042ccffa6b83, 61, 7900, No update data, 9g3qw9mpux5u
Bird, MEX, 1f5e4f19-f60a-448c-a5c9-4bb86e473333, 87, 12692, No update data, 9g3qw9juqunq
Bird, MEX, 509aa737-7b98-42f4-bfb0-67b06ce84923, 57, 7682, No update data, 9g3qwf8kng0p
Bird, MEX, 20009848-0b27-4b90-9248-bdf349758ca9, 67, 9352, No update data, 9g3qw9juttnw
Bird, MEX, 49943025-bdc2-4e77-b86f-2190d82da584, 71, 10020, No update data, 9g3qw9juu7qv
Bird, MEX, 6093caa0-6f73-4484-b0fd-3ada6e14c4cf, 69, 9164, No update data, 9g3qwdwb28w2
Bird, MEX, 2b22365f-7da6-4127-9b6a-b922ce68b074, 89, 13026, No update data, 9g3qw9sy7wxn
Bird, MEX, c3ee4754-b180-45c7-be07-c0c9b0896396, 90, 13193, No update data, 9g3qw9sy7n0f
Bird, MEX, 67d0b05e-49fd-403e-9821-a18fbba5f025, 57, 7682, No update data, 9g3qw9jtjd83
Bird, MEX, 9628308d-8daa-4fc9-8b91-ee8b0d8eb2fc, 88, 12166, No update data, 9g3qwdw9yu8n
Bird, MEX, b7d8d18a-2e58-4694-8dc0-ddd15b0fa2c5, 60, 8183, No update data, 9g3qwbb9j0j6
Bird, MEX, 650995bc-4199-4166-9484-6626cefa66d1, 62, 8058, No update data, 9g3qw9jmbs13
Bird, MEX, e9740798-29b8-4136-8550-b06b5b8e10be, 70, 9853, No update data, 9g3qwdhzyzb1
Bird, MEX, 3952ed93-ee1c-4b22-baaa-499bfb9f6f3e, 16, 790, No update data, 9g3qwdhzyruc
Bird, MEX, 59756fcf-2d17-433b-a0e2-050f6cbee60d, 92, 12798, No update data, 9g3qw9hypf6b
Bird, MEX, d0bc1d82-1ec4-4d6a-88c0-bd1a40a31ad1, 47, 5688, No update data, 9g3qw9s6dmz6
Bird, MEX, 5378031d-73fb-478a-b0a4-55d0c0880179, 49, 6004, No update data, 9g3qw9hxqyyr
Bird, MEX, 55e0578e-9e23-4ce2-b540-141ddd3efa90, 83, 12024, No update data, 9g3qw8y570my
Bird, MEX, 958cd0bc-86f1-47c6-9a5d-1abd77434a05, 84, 12191, No update data, 9g3qwfedgquh
Bird, MEX, 7f89b5e0-a7f5-4b1e-92dc-37463f8d0b2d, 83, 12024, No update data, 9g3qw8y4ezj3
Bird, MEX, 331bd502-48b5-4504-b890-4d73cf46e5f5, 49, 6004, No update data, 9g3qwb8hbcs9
Bird, MEX, 89569964-0901-4fb0-a90e-c6486117918a, 69, 9686, No update data, 9g3qw9k36jhh
Bird, MEX, e674c918-867f-4d47-b8b5-d468d4e1693b, 56, 7110, No update data, 9g3qw9k4q91f
Bird, MEX, c0ff3d53-b8dd-4102-bc76-0adc1e445f89, 44, 5214, No update data, 9g3qwdsbrypg
Bird, MEX, 63026a33-ef1b-4853-a7dc-6fb45bbaa1f2, 91, 13360, No update data, 9g3qw97zg864
Bird, MEX, 519aac77-f8ab-41f2-b174-cc1b45b511a6, 70, 9322, No update data, 9g3qw97ze94j
Bird, MEX, 5d347b63-94f1-4595-b3a2-cecc0d9d6592, 92, 13527, No update data, 9g3qw97zg0wu
Bird, MEX, a48d6851-4bd5-4add-b1d0-9d933960a53c, 96, 14195, No update data, 9g3qw97zdfdx
Bird, MEX, 87068abf-2a11-472a-826c-3d1585ceea76, 42, 5177, No update data, 9g3qw9gy2t3n
Bird, MEX, c053267e-4814-4858-a9cc-a88cf7df7e4a, 16, 835, No update data, 9g3qwfcv512g
Bird, MEX, 301c5d5b-c137-4adc-b6ee-b4ae37ba94b0, 82, 11218, No update data, 9g3qw8wgrb1s
Bird, MEX, 7a4cea3d-0886-4de4-9f34-3288ba197052, 52, 6847, No update data, 9g3qw97u748u
Bird, MEX, b26f3237-6d32-4931-9a0b-ec88cda0ae00, 93, 13694, No update data, 9g3qw97tq4qd
Bird, MEX, 75dfb139-4b7d-4f70-a248-32d4fa1ec4de, 94, 13861, No update data, 9g3qw97whc3f
Bird, MEX, b51b4071-7e68-428f-90c9-b00b3673be38, 51, 6680, No update data, 9g3qw8v81jds
Bird, MEX, 82bc1262-d00e-4110-8235-467b54463885, 93, 12956, No update data, 9g3qw9dcwjcd
Bird, MEX, 21a47960-a892-41be-8364-410e547f4150, 83, 12024, No update data, 9g3qwds46wtx
Bird, MEX, 59657b1e-857e-46d9-8d69-f69b9f071e2b, 91, 13360, No update data, 9g3qw971f9t9
Bird, MEX, 1e448db4-e38c-4d8f-89a9-582413f57c3f, 88, 12859, No update data, 9g3qw9713f8u
Bird, MEX, ad334bee-a4da-4972-b8c7-80cff8e1ef3e, 92, 13527, No update data, 9g3qw96cpk9r
Bird, MEX, 845c7adc-974d-41d8-8696-3cba873fad9d, 76, 10270, No update data, 9g3qwd4zukqs
Bird, MEX, 599589ac-c92b-4240-94af-e7520fc2300d, 55, 6952, No update data, 9g3qw8t14qr2
Bird, MEX, 2fc00242-61e2-4bd6-8710-657593e725fc, 43, 5344, No update data, 9g3qwdet31z8
Bird, MEX, 69d7f188-b3cb-4f89-bf1b-7670a2c12c23, 75, 10112, No update data, 9g3qwd7pc169
Bird, MEX, d2fef0b8-aa6e-4a9f-bef1-fd5fa9e2b65d, 65, 8532, No update data, 9g3qwg4xky6j
Bird, MEX, 4ab78a86-0c6a-4d0d-bb0f-1368937d86aa, 49, 6004, No update data, 9g3qwd4qw5yx
Bird, MEX, 1e300e70-9e81-4372-bc08-b987ebcf2e46, 91, 12640, No update data, 9g3qwdew94z8
